query_id,query_text,config,rank,doc_id,recall_number,classification,status,state,product_description,reason_for_recall
Q08,metal fragments,baseline,7,F-0421-2016,F-0421-2016,Class II,Terminated,TX,Mi Tienda Masa Preparada By the Pound packaged in bag,Possible presence of metal fragments.
Q08,metal fragments,baseline,8,H-0618-2026,H-0618-2026,Class II,Ongoing,NC,"Basil Pesto & Mozzarella Pizza NET WT. 13.90OZ (394g) UPC 8 57919 00785 5 Distributed by: Grocery Delivery E-Services New York, NY 10005",Metal fragments in bread. The firm discovered metal fragments in various bread products. They determined the cause to be roasted tomatoes provided by one of their ingredient suppliers.
Q08,metal fragments,baseline,9,F-1781-2017,F-1781-2017,Class II,Terminated,KY,Taco 6 White NGMO Corn Masa Flour 50 lb bags,The firm stated that they were notified by some of their customers that their product contains metal fragments.
Q08,metal fragments,baseline,10,F-1021-2024,F-1021-2024,Class II,Terminated,TN,Frothy Monkey - Chocolate Croissant - packaged and sold individually,Potential Foreign Material - Metal Fragments
Q09,foreign material,baseline,1,F-0255-2022,F-0255-2022,Class II,Terminated,NJ,Finesse Bag 25#. Material #4107218,Product may be contaminated with foreign material (metal)
Q09,foreign material,baseline,2,F-0257-2022,F-0257-2022,Class II,Terminated,NJ,NSA Creme Cake  Bag 50#. Material #4107591,Product may be contaminated with foreign material (metal)
Q09,foreign material,baseline,3,F-0264-2022,F-0264-2022,Class II,Terminated,NJ,Teg H/A Cream Cake Bag 50#  Material #4107840,Product may be contaminated with foreign material (metal)
Q09,foreign material,baseline,4,F-0263-2022,F-0263-2022,Class II,Terminated,NJ,Teg Creme Cake Bag 50#.  Material #4107664,Product may be contaminated with foreign material (metal)
Q09,foreign material,baseline,5,F-0253-2022,F-0253-2022,Class II,Terminated,NJ,Easy Satin Creme Cake Bag 50#. Material #4107811,Product may be contaminated with foreign material (metal)
Q09,foreign material,baseline,6,F-0252-2022,F-0252-2022,Class II,Terminated,NJ,Dulcerio Sponge Cake Mix Bag 40#. Material #4107381,Product may be contaminated with foreign material (metal)
Q09,foreign material,baseline,7,F-0254-2022,F-0254-2022,Class II,Terminated,NJ,Easy Satin Supreme Creme Cake Bag 50#. Material #4107808,Product may be contaminated with foreign material (metal)
Q09,foreign material,baseline,8,F-0256-2022,F-0256-2022,Class II,Terminated,NJ,HEB Satin White Layer Cake Bag 50#. Material #4107393,Product may be contaminated with foreign material (metal)
Q09,foreign material,baseline,9,F-0258-2022,F-0258-2022,Class II,Terminated,NJ,One Step Neutral/Vanilla Mousse Bag 25#. Material #4107486,Product may be contaminated with foreign material (metal)
Q09,foreign material,baseline,10,F-0251-2022,F-0251-2022,Class II,Terminated,NJ,Dom. Creme Ck  Bag 50#. Material # 10584006,Product may be contaminated with foreign material (metal)
Q10,lettuce recall,baseline,1,F-1431-2023,F-1431-2023,Class II,Terminated,TX,SALAD KIT-NO COLOR-11CT LETTUCE-4 WAY/MIX-4/5# LETTUCE-ROM/GRN LF 60/40-4/3# LETTUCE-ROMAINE-SHREDDED-4/5# LETTUCE-ROM-1x1-GRN ONLY-6/2# LETTUCE-4 WAY/MIX-2/5# LETTUCE-4 WAY/MIX-1/5# LETTUCE-ROMAINE-CUT-6/2#,Potential presence of deer fecal matter.
Q10,lettuce recall,baseline,2,F-1074-2020,F-1074-2020,Class II,Terminated,FL,"Fresh Express Lettuce Trio / Lechuga Trio 9 oz., UPC 071279108094,  Iceberg, romaine lettuce & green leaf lettuce","Ready to Eat salad products containing iceberg lettuce, red cabbage and/or carrot ingredients are recalled due to a possible health risk from Cyclospora."
Q10,lettuce recall,baseline,3,F-1137-2020,F-1137-2020,Class II,Terminated,FL,"Signature Farms Lettuce Shreds 8 oz., UPC 021130112180,  Iceberg Lettuce","Ready to Eat salad products containing iceberg lettuce, red cabbage and/or carrot ingredients are recalled due to a possible health risk from Cyclospora."
Q10,lettuce recall,baseline,4,F-1109-2020,F-1109-2020,Class II,Terminated,FL,"Hy-Vee Shredded Lettuce 8 oz., UPC 075450120530,  Iceberg lettuce","Ready to Eat salad products containing iceberg lettuce, red cabbage and/or carrot ingredients are recalled due to a possible health risk from Cyclospora."
Q10,lettuce recall,baseline,5,F-1097-2020,F-1097-2020,Class II,Terminated,FL,"Giant Eagle Shredded Lettuce 16 oz., UPC 030034923204, Iceberg lettuce","Ready to Eat salad products containing iceberg lettuce, red cabbage and/or carrot ingredients are recalled due to a possible health risk from Cyclospora."
Q10,lettuce recall,baseline,6,F-0687-2022,F-0687-2022,Class I,Terminated,CA,Dole 8oz Shredded Lettuce  Product UPC 071430010655  Lidl 8oz Shred Lettuce  Product UPC 4056489151272  Little Salad Bar 8oz Shredded Lettuce  Product UPC 4099100087963  Dole 8 oz Shredded Lettuce  Product UPC 0-71430-01065-5  Marketside 8 oz Shredded Lettuce  Product UPC 6-81131-32896-8  Kroger 8oz Shredded Lettuce  Product UPC 0-11110-91613-6,Potential Listeria monocytogenes
Q10,lettuce recall,baseline,7,F-1132-2020,F-1132-2020,Class II,Terminated,FL,"Marketside Shredded Iceberg Lettuce 16 oz., UPC 681131532099, Iceberg lettuce","Ready to Eat salad products containing iceberg lettuce, red cabbage and/or carrot ingredients are recalled due to a possible health risk from Cyclospora."
Q10,lettuce recall,baseline,8,F-1133-2020,F-1133-2020,Class II,Terminated,FL,"Marketside Shredded Iceberg Lettuce 8 oz., UPC 681131328968,  Iceberg lettuce","Ready to Eat salad products containing iceberg lettuce, red cabbage and/or carrot ingredients are recalled due to a possible health risk from Cyclospora."
Q10,lettuce recall,baseline,9,F-1014-2023,F-1014-2023,Class II,Terminated,MN,"Lettuce Salad Blend Monterey, Produce Code 404709, 4-5lb bags per shipping case.",Romaine lettuce may be contaminated with deer feces.
Q10,lettuce recall,baseline,10,F-1127-2020,F-1127-2020,Class II,Terminated,FL,"Marketside Crisp Greens 12 oz.,  UPC 681131387552, Romaine lettuce, red cabbage,  iceberg lettuce & carrots","Ready to Eat salad products containing iceberg lettuce, red cabbage and/or carrot ingredients are recalled due to a possible health risk from Cyclospora."
Q11,listeria,baseline,1,F-1899-2017,F-1899-2017,Class I,Terminated,IN,Cream; Bulk.,Potential Listeria monocytogenes contamination.
Q11,listeria,baseline,2,F-0437-2019,F-0437-2019,Class I,Terminated,FL,"Chocolate Ice Cream, 3 gallons",Products may be contaminated with  Listeria monocytogenes.
Q11,listeria,baseline,3,F-0151-2013,F-0151-2013,Class II,Terminated,MI,Pound Cake		12 ounces,"During an FDA inspection, microbiological swabs were collected and the results found that 21 sub samples in zones 1, 2 & 3 are positive for Listeria Monocytogenes (L.M.), Listeria innocua (L.I.) or Listeria seeligeri (L.S.).  The firm is voluntarily recalling all products manufactured from August 20th to September 10th 2012 due to the possible contamination.  All lots with sell by dates on or befo"
Q11,listeria,baseline,4,F-0220-2013,F-0220-2013,Class II,Terminated,MI,#350 Olive Oil,"During an FDA inspection, microbiological swabs were collected and the results found that 21 sub samples in zones 1, 2 & 3 are positive for Listeria Monocytogenes (L.M.), Listeria innocua (L.I.) or Listeria seeligeri (L.S.).  The firm is voluntarily recalling all products manufactured from August 20th to September 10th 2012 due to the possible contamination.  All lots with sell by dates on or befo"
Q11,listeria,baseline,5,F-0282-2013,F-0282-2013,Class II,Terminated,MI,#017 Vegetable Tray with No Dip	2 pounds,"During an FDA inspection, microbiological swabs were collected and the results found that 21 sub samples in zones 1, 2 & 3 are positive for Listeria Monocytogenes (L.M.), Listeria innocua (L.I.) or Listeria seeligeri (L.S.). The firm is voluntarily recalling all products manufactured from August 20th to September 10th 2012 due to the possible contamination. All lots with sell by dates on or before"
Q11,listeria,baseline,6,F-0240-2013,F-0240-2013,Class II,Terminated,MI,#324 Baked Beans		5 pounds,"During an FDA inspection, microbiological swabs were collected and the results found that 21 sub samples in zones 1, 2 & 3 are positive for Listeria Monocytogenes (L.M.), Listeria innocua (L.I.) or Listeria seeligeri (L.S.). The firm is voluntarily recalling all products manufactured from August 20th to September 10th 2012 due to the possible contamination. All lots with sell by dates on or before"
Q11,listeria,baseline,7,F-0278-2013,F-0278-2013,Class II,Terminated,MI,#024 Diced Pepper & Onions	9 ounces,"During an FDA inspection, microbiological swabs were collected and the results found that 21 sub samples in zones 1, 2 & 3 are positive for Listeria Monocytogenes (L.M.), Listeria innocua (L.I.) or Listeria seeligeri (L.S.). The firm is voluntarily recalling all products manufactured from August 20th to September 10th 2012 due to the possible contamination. All lots with sell by dates on or before"
Q11,listeria,baseline,8,F-0277-2013,F-0277-2013,Class II,Terminated,MI,#025 Diced Colored Peppers	9 ounces,"During an FDA inspection, microbiological swabs were collected and the results found that 21 sub samples in zones 1, 2 & 3 are positive for Listeria Monocytogenes (L.M.), Listeria innocua (L.I.) or Listeria seeligeri (L.S.). The firm is voluntarily recalling all products manufactured from August 20th to September 10th 2012 due to the possible contamination. All lots with sell by dates on or before"
Q11,listeria,baseline,9,F-0280-2013,F-0280-2013,Class II,Terminated,MI,#022 Salad Topper		8 ounces,"During an FDA inspection, microbiological swabs were collected and the results found that 21 sub samples in zones 1, 2 & 3 are positive for Listeria Monocytogenes (L.M.), Listeria innocua (L.I.) or Listeria seeligeri (L.S.). The firm is voluntarily recalling all products manufactured from August 20th to September 10th 2012 due to the possible contamination. All lots with sell by dates on or before"
Q11,listeria,baseline,10,F-0235-2013,F-0235-2013,Class II,Terminated,MI,#330 Neptune Salad	5 pounds,"During an FDA inspection, microbiological swabs were collected and the results found that 21 sub samples in zones 1, 2 & 3 are positive for Listeria Monocytogenes (L.M.), Listeria innocua (L.I.) or Listeria seeligeri (L.S.). The firm is voluntarily recalling all products manufactured from August 20th to September 10th 2012 due to the possible contamination. All lots with sell by dates on or before"
Q12,ice cream listeria,baseline,1,F-1284-2015,F-1284-2015,Class I,Terminated,WA,Sweet Cream Ice Cream.    Product can be packaged in 2.5 gallon or 1.5 gallon plastic tubs or cardboard quart container.  Firm is unable to determine how batches were packaged.,Elevated brand ice cream products are being recalled due to the potential to be contaminated with Listeria monocytogenes.  These products contain ice cream mix produced and recalled by Snoqualmie Gourmet Ice Cream
Q12,ice cream listeria,baseline,2,F-1236-2015,F-1236-2015,Class I,Terminated,WA,Chocolate Ice Cream.    Product can be packaged in 2.5 gallon or 1.5 gallon plastic tubs or cardboard quart container.  Firm is unable to determine how batches were packaged.,Elevated brand ice cream products are being recalled due to the potential to be contaminated with Listeria monocytogenes.  These products contain ice cream mix produced and recalled by Snoqualmie Gourmet Ice Cream
Q12,ice cream listeria,baseline,3,F-1290-2015,F-1290-2015,Class I,Terminated,WA,Vanilla Ice Cream.    Product can be packaged in 2.5 gallon or 1.5 gallon plastic tubs or cardboard quart container.  Firm is unable to determine how batches were packaged.,Elevated brand ice cream products are being recalled due to the potential to be contaminated with Listeria monocytogenes.  These products contain ice cream mix produced and recalled by Snoqualmie Gourmet Ice Cream
Q12,ice cream listeria,baseline,4,F-1282-2015,F-1282-2015,Class I,Terminated,WA,Strawberry Ice Cream.    Product can be packaged in 2.5 gallon or 1.5 gallon plastic tubs or cardboard quart container.  Firm is unable to determine how batches were packaged.,Elevated brand ice cream products are being recalled due to the potential to be contaminated with Listeria monocytogenes.  These products contain ice cream mix produced and recalled by Snoqualmie Gourmet Ice Cream
Q12,ice cream listeria,baseline,5,F-1228-2015,F-1228-2015,Class I,Terminated,WA,Banana Ice Cream.  Product can be packaged in 2.5 gallon or 1.5 gallon plastic tubs or cardboard quart container.  Firm is unable to determine how batches were packaged.,Elevated brand ice cream products are being recalled due to the potential to be contaminated with Listeria monocytogenes.  These products contain ice cream mix produced and recalled by Snoqualmie Gourmet Ice Cream
Q12,ice cream listeria,baseline,6,F-1237-2015,F-1237-2015,Class I,Terminated,WA,Chocolate Almond Ice Cream.    Product can be packaged in 2.5 gallon or 1.5 gallon plastic tubs or cardboard quart container.  Firm is unable to determine how batches were packaged.,Elevated brand ice cream products are being recalled due to the potential to be contaminated with Listeria monocytogenes.  These products contain ice cream mix produced and recalled by Snoqualmie Gourmet Ice Cream
Q12,ice cream listeria,baseline,7,F-1244-2015,F-1244-2015,Class I,Terminated,WA,Coffee Ice Cream.    Product can be packaged in 2.5 gallon or 1.5 gallon plastic tubs or cardboard quart container.  Firm is unable to determine how batches were packaged.,Elevated brand ice cream products are being recalled due to the potential to be contaminated with Listeria monocytogenes.  These products contain ice cream mix produced and recalled by Snoqualmie Gourmet Ice Cream
Q12,ice cream listeria,baseline,8,F-1242-2015,F-1242-2015,Class I,Terminated,WA,Cinnamon Ice Cream.    Product can be packaged in 2.5 gallon or 1.5 gallon plastic tubs or cardboard quart container.  Firm is unable to determine how batches were packaged.,Elevated brand ice cream products are being recalled due to the potential to be contaminated with Listeria monocytogenes.  These products contain ice cream mix produced and recalled by Snoqualmie Gourmet Ice Cream
Q12,ice cream listeria,baseline,9,F-1239-2015,F-1239-2015,Class I,Terminated,WA,Chocolate Chip Ice Cream.    Product can be packaged in 2.5 gallon or 1.5 gallon plastic tubs or cardboard quart container.  Firm is unable to determine how batches were packaged.,Elevated brand ice cream products are being recalled due to the potential to be contaminated with Listeria monocytogenes.  These products contain ice cream mix produced and recalled by Snoqualmie Gourmet Ice Cream
Q12,ice cream listeria,baseline,10,F-1251-2015,F-1251-2015,Class I,Terminated,WA,Ginger Ice Cream  Product can be packaged in 2.5 gallon or 1.5 gallon plastic tubs or cardboard quart container.  Firm is unable to determine how batches were packaged.,Elevated brand ice cream products are being recalled due to the potential to be contaminated with Listeria monocytogenes.  These products contain ice cream mix produced and recalled by Snoqualmie Gourmet Ice Cream
Q13,ice cream recall,baseline,1,F-1284-2015,F-1284-2015,Class I,Terminated,WA,Sweet Cream Ice Cream.    Product can be packaged in 2.5 gallon or 1.5 gallon plastic tubs or cardboard quart container.  Firm is unable to determine how batches were packaged.,Elevated brand ice cream products are being recalled due to the potential to be contaminated with Listeria monocytogenes.  These products contain ice cream mix produced and recalled by Snoqualmie Gourmet Ice Cream
Q13,ice cream recall,baseline,2,F-1236-2015,F-1236-2015,Class I,Terminated,WA,Chocolate Ice Cream.    Product can be packaged in 2.5 gallon or 1.5 gallon plastic tubs or cardboard quart container.  Firm is unable to determine how batches were packaged.,Elevated brand ice cream products are being recalled due to the potential to be contaminated with Listeria monocytogenes.  These products contain ice cream mix produced and recalled by Snoqualmie Gourmet Ice Cream
Q13,ice cream recall,baseline,3,F-1290-2015,F-1290-2015,Class I,Terminated,WA,Vanilla Ice Cream.    Product can be packaged in 2.5 gallon or 1.5 gallon plastic tubs or cardboard quart container.  Firm is unable to determine how batches were packaged.,Elevated brand ice cream products are being recalled due to the potential to be contaminated with Listeria monocytogenes.  These products contain ice cream mix produced and recalled by Snoqualmie Gourmet Ice Cream
Q13,ice cream recall,baseline,4,F-1282-2015,F-1282-2015,Class I,Terminated,WA,Strawberry Ice Cream.    Product can be packaged in 2.5 gallon or 1.5 gallon plastic tubs or cardboard quart container.  Firm is unable to determine how batches were packaged.,Elevated brand ice cream products are being recalled due to the potential to be contaminated with Listeria monocytogenes.  These products contain ice cream mix produced and recalled by Snoqualmie Gourmet Ice Cream
Q13,ice cream recall,baseline,5,F-1228-2015,F-1228-2015,Class I,Terminated,WA,Banana Ice Cream.  Product can be packaged in 2.5 gallon or 1.5 gallon plastic tubs or cardboard quart container.  Firm is unable to determine how batches were packaged.,Elevated brand ice cream products are being recalled due to the potential to be contaminated with Listeria monocytogenes.  These products contain ice cream mix produced and recalled by Snoqualmie Gourmet Ice Cream
Q13,ice cream recall,baseline,6,F-1237-2015,F-1237-2015,Class I,Terminated,WA,Chocolate Almond Ice Cream.    Product can be packaged in 2.5 gallon or 1.5 gallon plastic tubs or cardboard quart container.  Firm is unable to determine how batches were packaged.,Elevated brand ice cream products are being recalled due to the potential to be contaminated with Listeria monocytogenes.  These products contain ice cream mix produced and recalled by Snoqualmie Gourmet Ice Cream
Q13,ice cream recall,baseline,7,F-1244-2015,F-1244-2015,Class I,Terminated,WA,Coffee Ice Cream.    Product can be packaged in 2.5 gallon or 1.5 gallon plastic tubs or cardboard quart container.  Firm is unable to determine how batches were packaged.,Elevated brand ice cream products are being recalled due to the potential to be contaminated with Listeria monocytogenes.  These products contain ice cream mix produced and recalled by Snoqualmie Gourmet Ice Cream
Q13,ice cream recall,baseline,8,F-1242-2015,F-1242-2015,Class I,Terminated,WA,Cinnamon Ice Cream.    Product can be packaged in 2.5 gallon or 1.5 gallon plastic tubs or cardboard quart container.  Firm is unable to determine how batches were packaged.,Elevated brand ice cream products are being recalled due to the potential to be contaminated with Listeria monocytogenes.  These products contain ice cream mix produced and recalled by Snoqualmie Gourmet Ice Cream
Q13,ice cream recall,baseline,9,F-1239-2015,F-1239-2015,Class I,Terminated,WA,Chocolate Chip Ice Cream.    Product can be packaged in 2.5 gallon or 1.5 gallon plastic tubs or cardboard quart container.  Firm is unable to determine how batches were packaged.,Elevated brand ice cream products are being recalled due to the potential to be contaminated with Listeria monocytogenes.  These products contain ice cream mix produced and recalled by Snoqualmie Gourmet Ice Cream
Q13,ice cream recall,baseline,10,F-1251-2015,F-1251-2015,Class I,Terminated,WA,Ginger Ice Cream  Product can be packaged in 2.5 gallon or 1.5 gallon plastic tubs or cardboard quart container.  Firm is unable to determine how batches were packaged.,Elevated brand ice cream products are being recalled due to the potential to be contaminated with Listeria monocytogenes.  These products contain ice cream mix produced and recalled by Snoqualmie Gourmet Ice Cream
Q14,cronobacter,baseline,1,F-0921-2022,F-0921-2022,Class I,Ongoing,IL,Abbott Similac Total Comfort 12.6oz. can.  6 cans per case.    Item numbers:  6259962    Retail UPCs:   070074119953,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced
Q14,cronobacter,baseline,2,F-0954-2022,F-0954-2022,Class I,Ongoing,IL,Abbott Similac Alimentum 400g. can.  6 cans per case.     Item numbers:  5705806    Retail UPCs:   8699548994869,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced
Q14,cronobacter,baseline,3,F-0920-2022,F-0920-2022,Class I,Ongoing,IL,Abbott Similac Alimentum Toddler Drink 12.1oz. can.  6 cans per case.    Item numbers:  68398    Retail UPCs:   070074683997,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced
Q14,cronobacter,baseline,4,F-0957-2022,F-0957-2022,Class I,Ongoing,IL,Abbott Infant Formula Powder 12.6oz. can. 6 cans per case.     Item numbers:  Clinical    Retail UPCs:   N/A - Clinical,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced
Q14,cronobacter,baseline,5,F-0922-2022,F-0922-2022,Class I,Ongoing,IL,Abbott Similac for Supplementation 22oz. plastic jar.  4 jars per case.    Item numbers:  63013    Retail UPCs:   070074629506  70074629506,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced
Q14,cronobacter,baseline,6,F-0918-2022,F-0918-2022,Class I,Ongoing,IL,Abbott EleCare Infant Formula Unflavoured 400g can.  6 cans per case.  Item number 5466539   Retail unit UPC 070074104591,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced
Q14,cronobacter,baseline,7,F-0953-2022,F-0953-2022,Class I,Ongoing,IL,Abbott EleCare Jr Amino Acid-Based Nutrition Powder Chocolate 14.1oz. can.  6 cans per case.     Item numbers:  66273    Retail UPCs:   070074662718,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced
Q14,cronobacter,baseline,8,F-0926-2022,F-0926-2022,Class I,Ongoing,IL,Abbott Similac Sensitive Lactose Sensitivity 22oz. plastic jar.  6 jars per case.    Item numbers:  6499813    Retail UPCs:   055325001218,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced
Q14,cronobacter,baseline,9,F-0952-2022,F-0952-2022,Class I,Ongoing,IL,Abbott EleCare Jr Amino Acid-Based Nutrition Powder Banana 14.1oz. can.  6 cans per case.     Item numbers:  66275    Retail UPCs:   070074662763,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced
Q14,cronobacter,baseline,10,F-0923-2022,F-0923-2022,Class I,Ongoing,IL,Abbott Similac For Spit Up Infant Formula with Iron 22.5oz plastic jar.  6 jars per case.    Item numbers:  5372976    Retail UPCs:   070074537306,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced
Q15,e coli,baseline,1,F-1085-2019,F-1085-2019,Class I,Terminated,OH,"Produce Packaging, Inc. Tray Vegetable 16""",Firm received notification from supplier of potential for contamination with E.coli.
Q15,e coli,baseline,2,F-0067-2020,F-0067-2020,Class I,Terminated,CA,Green Tea Leaf Salad   6.7 oz.  UPC: 813377 023158,Random sampling of spinach from vendor found Enterohemorrhagic E-Coli/Shiga Toxin Producing E. Coli.
Q15,e coli,baseline,3,F-1094-2019,F-1094-2019,Class I,Terminated,OH,"Produce Packaging, Inc. Cauliflower, Wrapped, 16 CT",Firm received notification from supplier of potential for contamination with E.coli.
Q15,e coli,baseline,4,F-1079-2019,F-1079-2019,Class I,Terminated,OH,"Produce Packaging, Inc. Cauliflower, Rice 3/11 OZ",Firm received notification from supplier of potential for contamination with E.coli.
Q15,e coli,baseline,5,F-0066-2020,F-0066-2020,Class I,Terminated,CA,Samosa Cauli Wrap;   6.7 oz.  UPC: 813377 023097,Random sampling of spinach from vendor found Enterohemorrhagic E-Coli/Shiga Toxin Producing E. Coli.
Q15,e coli,baseline,6,F-0064-2020,F-0064-2020,Class I,Terminated,CA,Black Rise Umeboshi Bowl;   12 oz.  UPC: 813377 022595,Random sampling of spinach from vendor found Enterohemorrhagic E-Coli/Shiga Toxin Producing E. Coli.
Q15,e coli,baseline,7,F-1093-2019,F-1093-2019,Class I,Terminated,OH,"Produce Packaging, Inc. Cauliflower, Floret 3 LB",Firm received notification from supplier of potential for contamination with E.coli.
Q15,e coli,baseline,8,F-1086-2019,F-1086-2019,Class I,Terminated,OH,"Produce Packaging, Inc. Broccoli/Cauliflower 8/2 CT",Firm received notification from supplier of potential for contamination with E.coli.
Q15,e coli,baseline,9,F-0691-2020,F-0691-2020,Class I,Terminated,IL,Best Baker's flour 50 lbs bags,E.coli O26
Q15,e coli,baseline,10,F-0065-2020,F-0065-2020,Class I,Terminated,CA,The Benedict Brunch Bowl;   9.7 oz.  UPC: 813377 022854,Random sampling of spinach from vendor found Enterohemorrhagic E-Coli/Shiga Toxin Producing E. Coli.
Q16,salad recall,baseline,1,H-0205-2025,H-0205-2025,Class I,Ongoing,TX,Family Garden Salad - 24 oz 	63912388065 Garden Salad - 12 oz 	63912388067 Family Cobb Salad - 22 oz 	63912388068 Cobb Salad - 11 oz 	63912388069 Cucumber Salad - 3oz 	63912389205 Cucumber Salad   3oz     63912389243 Spicy Cucumber Salad   3oz       63912389329  Chef Salad - 11 oz 	63912395033 Chef Salad - 16 oz 	639123600295 Cobb Style Salad - 15 oz 	639123600318 Garden Salad - 16 oz 	639123600547 Greek Salad - 16 oz 		639123600523,Cucumbers have the potential to be contaminated with Salmonella.
Q16,salad recall,baseline,2,F-2429-2012,F-2429-2012,Class I,Terminated,PA,"McClure's Pies & Salads, Inc. Potato Salad","Undeclared allergens.  Ingredient statement lists ""salad dressing"" but sub-ingredients for salad dressing are not listed"
Q16,salad recall,baseline,3,F-2435-2017,F-2435-2017,Class II,Terminated,PA,"Don's Salads; Chopped Herring Salad; Net Wt. 5 lbs., MFGD by Aldon Food Corp, Schwenksville, PA 19473; Sell By: 6/9, 6/11, 6/17, 6/24; UPC: 740247005023","Don's Salads is recalling Chopped Herring Salad due to undeclared milk. An ingredient, used in the manufacture of the salads, has been recalled due to undeclared milk."
Q16,salad recall,baseline,4,F-0354-2020,F-0354-2020,Class II,Terminated,TX,Wedge Greek Salad served on the salad bar,Possible contamination with Listeria monocytogenes
Q16,salad recall,baseline,5,F-0647-2022,F-0647-2022,Class I,Terminated,CA,Ahold 32oz Garden Salad  Product UPC 688267011610  Kroger 12oz Garden Salad  Product UPC 011110910363  Kroger 24oz Garden Salad  Product UPC 011110910370  Lidl 12oz Garden Salad  Product UPC 20737726  Little Salad Bar 12oz Garden Salad  Product UPC 4099100082982  Dole 12oz Garden Salad  Product UPC 071430011355  Dole 24oz Garden Salad  Product UPC 071430011362  Little Salad Bar 12oz Garden Salad  Product UPC 4099100082982,Potential Listeria monocytogenes
Q16,salad recall,baseline,6,F-0365-2020,F-0365-2020,Class I,Terminated,TX,TOFU SALAD SWEET CHILE served on the salad bar,Possible contamination with Listeria monocytogenes
Q16,salad recall,baseline,7,F-2434-2017,F-2434-2017,Class II,Terminated,PA,"Don's Salads; Magnum Shrimp Salad; Net Wt. 5 lbs., MFGD by Aldon Food Corp, Schwenksville, PA 19473; Sell By: 6/7, 6/12, 6/16, 6/26;  UPC: 740247006013","Don's Salads is recalling Magnum Shrimp Salad due to undeclared milk. An ingredient, used in the manufacture of the salads, has been recalled due to undeclared milk."
Q16,salad recall,baseline,8,F-1723-2017,F-1723-2017,Class II,Terminated,MI,"Meijer Caesar Salad labeled as Meijer Greek Salad, Single serve salad, packed in plastic containers with printed labels,  Keep Refrigerated",Meijer announced it is recalling a recent shipment of its pre-made Caesar salads  after discovering they were mislabeled as Greek salads and contain undeclared allergen wheat.
Q16,salad recall,baseline,9,F-2433-2017,F-2433-2017,Class II,Terminated,PA,"Don's Salads; Egg Salad; Net Wt. 5 lbs., MFGD by Aldon Food Corp, Schwenksville, PA 19473; Sell by dates: 6/7, 6/9, 6/13, 6/15; UPC: 740247005061;       AND; Block & Barrel Classic Egg Salad; Net Wt. 5 lbs; Distributed by Sysco Corporation, Houston, TX  77077; Sell By Dates: 6/7, 6/9, 6/13, 6/15; UPC: 074865655316;","Don's Salads is recalling egg salads due to undeclared milk. An ingredient, used in the manufacture of the salads, has been recalled due to undeclared milk."
Q16,salad recall,baseline,10,F-1071-2012,F-1071-2012,Class II,Terminated,PA,"Sadie's Salads Egg-N-Olive Salad, 5 lb, 10 lb plastic tubs",Product labeling fails to declare allergen (soybean oil) contained in salad dressing used as a sub-ingredient
Q17,potato salad recall,baseline,1,H-0558-2025,H-0558-2025,Class II,Terminated,MA,Hans Kissle Red Bliss Potato Salad,"Contains undeclared wheat. The top label identifies the product as potato salad, but the unit contains pasta salad."
Q17,potato salad recall,baseline,2,F-2952-2015,F-2952-2015,Class I,Terminated,NE,"Dijon Mustard Potato Salad, NET WT 3 LB (1.36 kg)",Cups of macaroni salad are in tubs which declare the product to be potato salad and fail to disclose the presence of milk and wheat allergens.
Q17,potato salad recall,baseline,3,F-0264-2014,F-0264-2014,Class I,Terminated,OR,"Country Potato Salad, Formula PO.15, packaged under these labels:    - Cross Valley Farms Country Style Potato Salad with Egg, in 2/8-lb carton cases.  Distributed by U.S. Foodservice, Inc., Rosemont, IL.  UPC 758108301511     -Reser's Country Potato Salad, in 3/8-lb carton cases. . Reser's Fine Foods, Beaverton, OR.  UPC 071117001891    -Sysco Classic Country Potato Salad, in 3/8-lb carton cases. Distributed by Sysco Corporation, Houston, TX.  UPC 074865209113",The recalled products are potentially contaminated with Listeria monocytogenes.
